LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,LaborForce,Employed,Unemployed,Unemployment rate (%)
CN4830300000000,48,303,"Lubbock County, TX",2008,"138,386","133,296","5,090",3.7
CN4830500000000,48,305,"Lynn County, TX",2008,"2,768","2,640",128,4.6
CN4830700000000,48,307,"McCulloch County, TX",2008,"3,979","3,824",155,3.9
CN4830900000000,48,309,"McLennan County, TX",2008,"110,920","105,956","4,964",4.5
CN4831100000000,48,311,"McMullen County, TX",2008,333,315,18,5.4
CN4831300000000,48,313,"Madison County, TX",2008,"4,977","4,720",257,5.2
CN4831500000000,48,315,"Marion County, TX",2008,"5,000","4,750",250,5
CN4831700000000,48,317,"Martin County, TX",2008,"2,233","2,155",78,3.5
CN4831900000000,48,319,"Mason County, TX",2008,"2,346","2,276",70,3
CN4832100000000,48,321,"Matagorda County, TX",2008,"17,035","15,899","1,136",6.7
CN4832300000000,48,323,"Maverick County, TX",2008,"20,816","18,619","2,197",10.6
CN4832500000000,48,325,"Medina County, TX",2008,"19,712","18,727",985,5
CN4832700000000,48,327,"Menard County, TX",2008,"1,089","1,042",47,4.3
CN4832900000000,48,329,"Midland County, TX",2008,"75,209","73,067","2,142",2.8
CN4833100000000,48,331,"Milam County, TX",2008,"11,973","11,329",644,5.4
CN4833300000000,48,333,"Mills County, TX",2008,"2,337","2,247",90,3.9
CN4833500000000,48,335,"Mitchell County, TX",2008,"3,297","3,119",178,5.4
CN4833700000000,48,337,"Montague County, TX",2008,"10,648","10,272",376,3.5
CN4833900000000,48,339,"Montgomery County, TX",2008,"212,306","203,395","8,911",4.2
CN4834100000000,48,341,"Moore County, TX",2008,"11,237","10,892",345,3.1
CN4834300000000,48,343,"Morris County, TX",2008,"6,064","5,703",361,6
CN4834500000000,48,345,"Motley County, TX",2008,691,661,30,4.3
CN4834700000000,48,347,"Nacogdoches County, TX",2008,"30,808","29,484","1,324",4.3
CN4834900000000,48,349,"Navarro County, TX",2008,"20,892","19,756","1,136",5.4
CN4835100000000,48,351,"Newton County, TX",2008,"5,721","5,304",417,7.3
CN4835300000000,48,353,"Nolan County, TX",2008,"7,707","7,412",295,3.8
CN4835500000000,48,355,"Nueces County, TX",2008,"162,404","155,143","7,261",4.5
CN4835700000000,48,357,"Ochiltree County, TX",2008,"5,611","5,458",153,2.7
CN4835900000000,48,359,"Oldham County, TX",2008,902,862,40,4.4
CN4836100000000,48,361,"Orange County, TX",2008,"41,201","38,584","2,617",6.4
CN4836300000000,48,363,"Palo Pinto County, TX",2008,"14,014","13,435",579,4.1
CN4836500000000,48,365,"Panola County, TX",2008,"12,999","12,499",500,3.8
CN4836700000000,48,367,"Parker County, TX",2008,"53,223","50,895","2,328",4.4
CN4836900000000,48,369,"Parmer County, TX",2008,"4,471","4,322",149,3.3
CN4837100000000,48,371,"Pecos County, TX",2008,"7,055","6,742",313,4.4
CN4837300000000,48,373,"Polk County, TX",2008,"16,766","15,735","1,031",6.1
CN4837500000000,48,375,"Potter County, TX",2008,"56,622","54,363","2,259",4
CN4837700000000,48,377,"Presidio County, TX",2008,"3,343","2,997",346,10.3
CN4837900000000,48,379,"Rains County, TX",2008,"5,056","4,801",255,5
CN4838100000000,48,381,"Randall County, TX",2008,"67,704","65,608","2,096",3.1
CN4838300000000,48,383,"Reagan County, TX",2008,"2,542","2,490",52,2
CN4838500000000,48,385,"Real County, TX",2008,"1,458","1,404",54,3.7
CN4838700000000,48,387,"Red River County, TX",2008,"5,924","5,543",381,6.4
CN4838900000000,48,389,"Reeves County, TX",2008,"4,177","3,938",239,5.7
CN4839100000000,48,391,"Refugio County, TX",2008,"4,036","3,881",155,3.8
CN4839300000000,48,393,"Roberts County, TX",2008,568,554,14,2.5
CN4839500000000,48,395,"Robertson County, TX",2008,"6,938","6,596",342,4.9
CN4839700000000,48,397,"Rockwall County, TX",2008,"38,135","36,433","1,702",4.5
CN4839900000000,48,399,"Runnels County, TX",2008,"4,456","4,245",211,4.7
CN4840100000000,48,401,"Rusk County, TX",2008,"24,069","23,046","1,023",4.3
CN4840300000000,48,403,"Sabine County, TX",2008,"3,392","3,090",302,8.9
CN4840500000000,48,405,"San Augustine County, TX",2008,"3,500","3,285",215,6.1
CN4840700000000,48,407,"San Jacinto County, TX",2008,"10,072","9,495",577,5.7
CN4840900000000,48,409,"San Patricio County, TX",2008,"29,870","28,293","1,577",5.3
CN4841100000000,48,411,"San Saba County, TX",2008,"2,411","2,280",131,5.4
CN4841300000000,48,413,"Schleicher County, TX",2008,"1,469","1,420",49,3.3
CN4841500000000,48,415,"Scurry County, TX",2008,"7,541","7,241",300,4
CN4841700000000,48,417,"Shackelford County, TX",2008,"2,144","2,088",56,2.6
CN4841900000000,48,419,"Shelby County, TX",2008,"12,421","11,834",587,4.7
CN4842100000000,48,421,"Sherman County, TX",2008,"1,455","1,401",54,3.7
CN4842300000000,48,423,"Smith County, TX",2008,"98,652","93,896","4,756",4.8
CN4842500000000,48,425,"Somervell County, TX",2008,"4,107","3,924",183,4.5
CN4842700000000,48,427,"Starr County, TX",2008,"22,243","19,728","2,515",11.3
CN4842900000000,48,429,"Stephens County, TX",2008,"4,679","4,510",169,3.6
CN4843100000000,48,431,"Sterling County, TX",2008,849,825,24,2.8
CN4843300000000,48,433,"Stonewall County, TX",2008,860,832,28,3.3
CN4843500000000,48,435,"Sutton County, TX",2008,"3,515","3,446",69,2
CN4843700000000,48,437,"Swisher County, TX",2008,"3,556","3,399",157,4.4
CN4843900000000,48,439,"Tarrant County, TX",2008,"880,826","838,778","42,048",4.8
CN4844100000000,48,441,"Taylor County, TX",2008,"67,133","64,668","2,465",3.7
CN4844300000000,48,443,"Terrell County, TX",2008,330,308,22,6.7
CN4844500000000,48,445,"Terry County, TX",2008,"5,860","5,617",243,4.1
CN4844700000000,48,447,"Throckmorton County, TX",2008,942,910,32,3.4
CN4844900000000,48,449,"Titus County, TX",2008,"14,104","13,504",600,4.3
CN4845100000000,48,451,"Tom Green County, TX",2008,"51,656","49,548","2,108",4.1
CN4845300000000,48,453,"Travis County, TX",2008,"536,895","514,368","22,527",4.2
CN4845500000000,48,455,"Trinity County, TX",2008,"5,793","5,479",314,5.4
CN4845700000000,48,457,"Tyler County, TX",2008,"8,239","7,749",490,5.9
CN4845900000000,48,459,"Upshur County, TX",2008,"19,783","18,953",830,4.2
CN4846100000000,48,461,"Upton County, TX",2008,"1,775","1,720",55,3.1
CN4846300000000,48,463,"Uvalde County, TX",2008,"11,154","10,520",634,5.7
CN4846500000000,48,465,"Val Verde County, TX",2008,"20,417","19,243","1,174",5.8
CN4846700000000,48,467,"Van Zandt County, TX",2008,"25,539","24,430","1,109",4.3
CN4846900000000,48,469,"Victoria County, TX",2008,"45,203","43,500","1,703",3.8
CN4847100000000,48,471,"Walker County, TX",2008,"26,305","24,943","1,362",5.2
CN4847300000000,48,473,"Waller County, TX",2008,"16,157","15,356",801,5
CN4847500000000,48,475,"Ward County, TX",2008,"5,071","4,874",197,3.9
CN4847700000000,48,477,"Washington County, TX",2008,"16,370","15,725",645,3.9
CN4847900000000,48,479,"Webb County, TX",2008,"92,361","87,472","4,889",5.3
CN4848100000000,48,481,"Wharton County, TX",2008,"20,875","19,969",906,4.3
CN4848300000000,48,483,"Wheeler County, TX",2008,"3,391","3,310",81,2.4
CN4848500000000,48,485,"Wichita County, TX",2008,"61,098","58,148","2,950",4.8
CN4848700000000,48,487,"Wilbarger County, TX",2008,"7,587","7,320",267,3.5
CN4848900000000,48,489,"Willacy County, TX",2008,"7,705","7,027",678,8.8
CN4849100000000,48,491,"Williamson County, TX",2008,"202,236","193,231","9,005",4.5
CN4849300000000,48,493,"Wilson County, TX",2008,"18,724","17,866",858,4.6
CN4849500000000,48,495,"Winkler County, TX",2008,"3,454","3,325",129,3.7
CN4849700000000,48,497,"Wise County, TX",2008,"27,517","26,332","1,185",4.3
CN4849900000000,48,499,"Wood County, TX",2008,"18,054","17,148",906,5
CN4850100000000,48,501,"Yoakum County, TX",2008,"4,085","3,961",124,3
CN4850300000000,48,503,"Young County, TX",2008,"9,811","9,476",335,3.4
CN4850500000000,48,505,"Zapata County, TX",2008,"5,162","4,879",283,5.5
CN4850700000000,48,507,"Zavala County, TX",2008,"3,642","3,257",385,10.6
CN4800100000000,48,1,"Anderson County, TX",2009,"20,852","19,040","1,812",8.7
CN4800300000000,48,3,"Andrews County, TX",2009,"6,985","6,494",491,7
CN4800500000000,48,5,"Angelina County, TX",2009,"39,961","36,681","3,280",8.2
CN4800700000000,48,7,"Aransas County, TX",2009,"11,566","10,776",790,6.8
CN4800900000000,48,9,"Archer County, TX",2009,"5,001","4,705",296,5.9
CN4801100000000,48,11,"Armstrong County, TX",2009,"1,060","1,012",48,4.5
CN4801300000000,48,13,"Atascosa County, TX",2009,"19,420","17,978","1,442",7.4
CN4801500000000,48,15,"Austin County, TX",2009,"13,214","12,246",968,7.3
CN4801700000000,48,17,"Bailey County, TX",2009,"3,350","3,162",188,5.6
CN4801900000000,48,19,"Bandera County, TX",2009,"9,817","9,176",641,6.5
CN4802100000000,48,21,"Bastrop County, TX",2009,"34,248","31,535","2,713",7.9
CN4802300000000,48,23,"Baylor County, TX",2009,"1,962","1,852",110,5.6
CN4802500000000,48,25,"Bee County, TX",2009,"11,879","10,809","1,070",9
CN4802700000000,48,27,"Bell County, TX",2009,"126,877","118,431","8,446",6.7
CN4802900000000,48,29,"Bexar County, TX",2009,"763,919","712,413","51,506",6.7
CN4803100000000,48,31,"Blanco County, TX",2009,"5,067","4,804",263,5.2
CN4803300000000,48,33,"Borden County, TX",2009,424,401,23,5.4
CN4803500000000,48,35,"Bosque County, TX",2009,"8,550","7,885",665,7.8
CN4803700000000,48,37,"Bowie County, TX",2009,"44,185","41,259","2,926",6.6
CN4803900000000,48,39,"Brazoria County, TX",2009,"146,139","134,316","11,823",8.1
CN4804100000000,48,41,"Brazos County, TX",2009,"96,652","91,367","5,285",5.5
CN4804300000000,48,43,"Brewster County, TX",2009,"5,153","4,892",261,5.1
CN4804500000000,48,45,"Briscoe County, TX",2009,714,678,36,5
CN4804700000000,48,47,"Brooks County, TX",2009,"3,308","2,999",309,9.3
CN4804900000000,48,49,"Brown County, TX",2009,"19,013","17,717","1,296",6.8
CN4805100000000,48,51,"Burleson County, TX",2009,"8,142","7,584",558,6.9
CN4805300000000,48,53,"Burnet County, TX",2009,"22,224","20,870","1,354",6.1
CN4805500000000,48,55,"Caldwell County, TX",2009,"15,740","14,428","1,312",8.3
CN4805700000000,48,57,"Calhoun County, TX",2009,"9,446","8,644",802,8.5
CN4805900000000,48,59,"Callahan County, TX",2009,"7,092","6,679",413,5.8
CN4806100000000,48,61,"Cameron County, TX",2009,"151,405","136,689","14,716",9.7
CN4806300000000,48,63,"Camp County, TX",2009,"5,743","5,234",509,8.9
CN4806500000000,48,65,"Carson County, TX",2009,"3,261","3,071",190,5.8
CN4806700000000,48,67,"Cass County, TX",2009,"13,337","11,824","1,513",11.3
CN4806900000000,48,69,"Castro County, TX",2009,"3,693","3,516",177,4.8
CN4807100000000,48,71,"Chambers County, TX",2009,"15,348","13,953","1,395",9.1
CN4807300000000,48,73,"Cherokee County, TX",2009,"20,965","19,119","1,846",8.8
CN4807500000000,48,75,"Childress County, TX",2009,"3,298","3,098",200,6.1
CN4807700000000,48,77,"Clay County, TX",2009,"6,074","5,657",417,6.9
CN4807900000000,48,79,"Cochran County, TX",2009,"1,506","1,409",97,6.4
CN4808100000000,48,81,"Coke County, TX",2009,"1,322","1,215",107,8.1
CN4808300000000,48,83,"Coleman County, TX",2009,"4,381","4,079",302,6.9
CN4808500000000,48,85,"Collin County, TX",2009,"414,997","384,888","30,109",7.3
CN4808700000000,48,87,"Collingsworth County, TX",2009,"1,492","1,411",81,5.4
CN4808900000000,48,89,"Colorado County, TX",2009,"10,742","10,057",685,6.4
CN4809100000000,48,91,"Comal County, TX",2009,"57,279","53,758","3,521",6.1
CN4809300000000,48,93,"Comanche County, TX",2009,"6,833","6,421",412,6
CN4809500000000,48,95,"Concho County, TX",2009,"1,348","1,252",96,7.1
CN4809700000000,48,97,"Cooke County, TX",2009,"21,821","20,402","1,419",6.5
CN4809900000000,48,99,"Coryell County, TX",2009,"24,278","22,285","1,993",8.2
CN4810100000000,48,101,"Cottle County, TX",2009,799,755,44,5.5
CN4810300000000,48,103,"Crane County, TX",2009,"1,771","1,617",154,8.7
CN4810500000000,48,105,"Crockett County, TX",2009,"2,282","2,087",195,8.5
CN4810700000000,48,107,"Crosby County, TX",2009,"2,581","2,403",178,6.9
CN4810900000000,48,109,"Culberson County, TX",2009,"1,809","1,737",72,4
CN4811100000000,48,111,"Dallam County, TX",2009,"3,756","3,600",156,4.2
CN4811300000000,48,113,"Dallas County, TX",2009,"1,143,197","1,049,081","94,116",8.2
CN4811500000000,48,115,"Dawson County, TX",2009,"5,357","4,931",426,8
CN4811700000000,48,117,"Deaf Smith County, TX",2009,"9,138","8,662",476,5.2
CN4811900000000,48,119,"Delta County, TX",2009,"2,254","2,059",195,8.7
CN4812100000000,48,121,"Denton County, TX",2009,"350,711","325,707","25,004",7.1
CN4812300000000,48,123,"DeWitt County, TX",2009,"9,177","8,486",691,7.5
CN4812500000000,48,125,"Dickens County, TX",2009,"1,027",953,74,7.2
CN4812700000000,48,127,"Dimmit County, TX",2009,"4,199","3,779",420,10
CN4812900000000,48,129,"Donley County, TX",2009,"1,926","1,814",112,5.8
CN4813100000000,48,131,"Duval County, TX",2009,"5,254","4,680",574,10.9
CN4813300000000,48,133,"Eastland County, TX",2009,"8,591","7,943",648,7.5
CN4813500000000,48,135,"Ector County, TX",2009,"71,470","65,671","5,799",8.1
CN4813700000000,48,137,"Edwards County, TX",2009,"1,076","1,000",76,7.1
CN4813900000000,48,139,"Ellis County, TX",2009,"70,942","65,301","5,641",8
CN4814100000000,48,141,"El Paso County, TX",2009,"307,566","280,379","27,187",8.8
CN4814300000000,48,143,"Erath County, TX",2009,"19,196","17,985","1,211",6.3
CN4814500000000,48,145,"Falls County, TX",2009,"6,670","6,089",581,8.7
CN4814700000000,48,147,"Fannin County, TX",2009,"13,628","12,455","1,173",8.6
CN4814900000000,48,149,"Fayette County, TX",2009,"12,261","11,590",671,5.5
CN4815100000000,48,151,"Fisher County, TX",2009,"2,020","1,899",121,6
CN4815300000000,48,153,"Floyd County, TX",2009,"3,221","3,011",210,6.5
CN4815500000000,48,155,"Foard County, TX",2009,720,679,41,5.7
CN4815700000000,48,157,"Fort Bend County, TX",2009,"276,806","257,050","19,756",7.1
CN4815900000000,48,159,"Franklin County, TX",2009,"5,466","5,093",373,6.8
CN4816100000000,48,161,"Freestone County, TX",2009,"10,139","9,499",640,6.3
CN4816300000000,48,163,"Frio County, TX",2009,"7,439","6,883",556,7.5
CN4816500000000,48,165,"Gaines County, TX",2009,"7,041","6,599",442,6.3
CN4816700000000,48,167,"Galveston County, TX",2009,"140,480","128,942","11,538",8.2
CN4816900000000,48,169,"Garza County, TX",2009,"2,456","2,329",127,5.2
CN4817100000000,48,171,"Gillespie County, TX",2009,"13,690","13,081",609,4.4
CN4817300000000,48,173,"Glasscock County, TX",2009,652,622,30,4.6
CN4817500000000,48,175,"Goliad County, TX",2009,"3,383","3,150",233,6.9
CN4817700000000,48,177,"Gonzales County, TX",2009,"10,126","9,568",558,5.5
CN4817900000000,48,179,"Gray County, TX",2009,"11,279","10,364",915,8.1
CN4818100000000,48,181,"Grayson County, TX",2009,"56,774","52,260","4,514",8
CN4818300000000,48,183,"Gregg County, TX",2009,"64,999","60,381","4,618",7.1
CN4818500000000,48,185,"Grimes County, TX",2009,"11,544","10,555",989,8.6
CN4818700000000,48,187,"Guadalupe County, TX",2009,"60,038","56,180","3,858",6.4
CN4818900000000,48,189,"Hale County, TX",2009,"17,323","16,278","1,045",6
CN4819100000000,48,191,"Hall County, TX",2009,"1,462","1,342",120,8.2
CN4819300000000,48,193,"Hamilton County, TX",2009,"4,352","4,108",244,5.6
CN4819500000000,48,195,"Hansford County, TX",2009,"2,785","2,639",146,5.2
CN4819700000000,48,197,"Hardeman County, TX",2009,"2,264","2,098",166,7.3
CN4819900000000,48,199,"Hardin County, TX",2009,"27,221","24,898","2,323",8.5
CN4820100000000,48,201,"Harris County, TX",2009,"1,971,402","1,822,227","149,175",7.6
CN4820300000000,48,203,"Harrison County, TX",2009,"32,818","30,134","2,684",8.2
CN4820500000000,48,205,"Hartley County, TX",2009,"2,466","2,366",100,4.1
CN4820700000000,48,207,"Haskell County, TX",2009,"3,240","3,076",164,5.1
CN4820900000000,48,209,"Hays County, TX",2009,"78,949","73,750","5,199",6.6
CN4821100000000,48,211,"Hemphill County, TX",2009,"2,617","2,527",90,3.4
CN4821300000000,48,213,"Henderson County, TX",2009,"35,137","32,304","2,833",8.1
CN4821500000000,48,215,"Hidalgo County, TX",2009,"296,567","265,434","31,133",10.5
CN4821700000000,48,217,"Hill County, TX",2009,"16,420","15,136","1,284",7.8
CN4821900000000,48,219,"Hockley County, TX",2009,"12,196","11,375",821,6.7
CN4822100000000,48,221,"Hood County, TX",2009,"26,231","24,341","1,890",7.2
CN4822300000000,48,223,"Hopkins County, TX",2009,"17,826","16,744","1,082",6.1
CN4822500000000,48,225,"Houston County, TX",2009,"8,214","7,463",751,9.1
CN4822700000000,48,227,"Howard County, TX",2009,"14,327","13,282","1,045",7.3
CN4822900000000,48,229,"Hudspeth County, TX",2009,"1,719","1,626",93,5.4
CN4823100000000,48,231,"Hunt County, TX",2009,"36,422","33,442","2,980",8.2
CN4823300000000,48,233,"Hutchinson County, TX",2009,"11,354","10,585",769,6.8
CN4823500000000,48,235,"Irion County, TX",2009,921,873,48,5.2
CN4823700000000,48,237,"Jack County, TX",2009,"5,277","4,948",329,6.2
CN4823900000000,48,239,"Jackson County, TX",2009,"6,922","6,411",511,7.4
CN4824100000000,48,241,"Jasper County, TX",2009,"15,935","14,324","1,611",10.1
CN4824300000000,48,243,"Jeff Davis County, TX",2009,"1,200","1,143",57,4.8
CN4824500000000,48,245,"Jefferson County, TX",2009,"115,438","104,421","11,017",9.5
CN4824700000000,48,247,"Jim Hogg County, TX",2009,"3,008","2,776",232,7.7
CN4824900000000,48,249,"Jim Wells County, TX",2009,"21,655","19,697","1,958",9
CN4825100000000,48,251,"Johnson County, TX",2009,"74,920","68,795","6,125",8.2
CN4825300000000,48,253,"Jones County, TX",2009,"7,766","7,171",595,7.7
CN4825500000000,48,255,"Karnes County, TX",2009,"5,481","4,989",492,9
CN4825700000000,48,257,"Kaufman County, TX",2009,"46,868","43,003","3,865",8.2
CN4825900000000,48,259,"Kendall County, TX",2009,"16,712","15,767",945,5.7
CN4826100000000,48,261,"Kenedy County, TX",2009,235,221,14,6
CN4826300000000,48,263,"Kent County, TX",2009,463,439,24,5.2
CN4826500000000,48,265,"Kerr County, TX",2009,"23,323","21,976","1,347",5.8
CN4826700000000,48,267,"Kimble County, TX",2009,"2,145","2,033",112,5.2
CN4826900000000,48,269,"King County, TX",2009,196,186,10,5.1
CN4827100000000,48,271,"Kinney County, TX",2009,"1,436","1,325",111,7.7
CN4827300000000,48,273,"Kleberg County, TX",2009,"17,029","15,885","1,144",6.7
CN4827500000000,48,275,"Knox County, TX",2009,"1,832","1,726",106,5.8
CN4827700000000,48,277,"Lamar County, TX",2009,"23,503","21,705","1,798",7.7
CN4827900000000,48,279,"Lamb County, TX",2009,"7,081","6,576",505,7.1
CN4828100000000,48,281,"Lampasas County, TX",2009,"10,492","9,883",609,5.8
CN4828300000000,48,283,"La Salle County, TX",2009,"2,920","2,650",270,9.2
CN4828500000000,48,285,"Lavaca County, TX",2009,"10,006","9,437",569,5.7
CN4828700000000,48,287,"Lee County, TX",2009,"9,113","8,505",608,6.7
CN4828900000000,48,289,"Leon County, TX",2009,"8,250","7,671",579,7
CN4829100000000,48,291,"Liberty County, TX",2009,"31,455","28,264","3,191",10.1
CN4829300000000,48,293,"Limestone County, TX",2009,"11,233","10,528",705,6.3
CN4829500000000,48,295,"Lipscomb County, TX",2009,"1,730","1,613",117,6.8
CN4829700000000,48,297,"Live Oak County, TX",2009,"5,197","4,833",364,7
CN4829900000000,48,299,"Llano County, TX",2009,"8,522","7,932",590,6.9
CN4830100000000,48,301,"Loving County, TX",2009,43,39,4,9.3
CN4830300000000,48,303,"Lubbock County, TX",2009,"141,963","134,337","7,626",5.4
CN4830500000000,48,305,"Lynn County, TX",2009,"2,870","2,699",171,6
CN4830700000000,48,307,"McCulloch County, TX",2009,"3,936","3,624",312,7.9
CN4830900000000,48,309,"McLennan County, TX",2009,"113,759","106,094","7,665",6.7
CN4831100000000,48,311,"McMullen County, TX",2009,360,335,25,6.9
CN4831300000000,48,313,"Madison County, TX",2009,"5,328","4,934",394,7.4
CN4831500000000,48,315,"Marion County, TX",2009,"5,132","4,603",529,10.3
CN4831700000000,48,317,"Martin County, TX",2009,"2,246","2,138",108,4.8
CN4831900000000,48,319,"Mason County, TX",2009,"2,399","2,279",120,5
CN4832100000000,48,321,"Matagorda County, TX",2009,"17,837","16,059","1,778",10
CN4832300000000,48,323,"Maverick County, TX",2009,"22,722","19,467","3,255",14.3
CN4832500000000,48,325,"Medina County, TX",2009,"19,878","18,553","1,325",6.7
CN4832700000000,48,327,"Menard County, TX",2009,"1,103","1,030",73,6.6
CN4832900000000,48,329,"Midland County, TX",2009,"74,935","70,765","4,170",5.6
CN4833100000000,48,331,"Milam County, TX",2009,"11,455","10,208","1,247",10.9
CN4833300000000,48,333,"Mills County, TX",2009,"2,450","2,319",131,5.3
CN4833500000000,48,335,"Mitchell County, TX",2009,"3,498","3,207",291,8.3
CN4833700000000,48,337,"Montague County, TX",2009,"10,695","9,934",761,7.1
CN4833900000000,48,339,"Montgomery County, TX",2009,"220,240","205,009","15,231",6.9
CN4834100000000,48,341,"Moore County, TX",2009,"11,510","10,976",534,4.6
CN4834300000000,48,343,"Morris County, TX",2009,"6,080","5,177",903,14.9
CN4834500000000,48,345,"Motley County, TX",2009,686,649,37,5.4
CN4834700000000,48,347,"Nacogdoches County, TX",2009,"31,827","29,766","2,061",6.5
CN4834900000000,48,349,"Navarro County, TX",2009,"21,318","19,645","1,673",7.8
CN4835100000000,48,351,"Newton County, TX",2009,"5,853","5,182",671,11.5
CN4835300000000,48,353,"Nolan County, TX",2009,"7,857","7,364",493,6.3
CN4835500000000,48,355,"Nueces County, TX",2009,"165,625","154,451","11,174",6.7
CN4835700000000,48,357,"Ochiltree County, TX",2009,"5,502","5,176",326,5.9
CN4835900000000,48,359,"Oldham County, TX",2009,923,871,52,5.6
CN4836100000000,48,361,"Orange County, TX",2009,"41,400","37,325","4,075",9.8
CN4836300000000,48,363,"Palo Pinto County, TX",2009,"14,210","13,096","1,114",7.8
CN4836500000000,48,365,"Panola County, TX",2009,"13,199","12,230",969,7.3
CN4836700000000,48,367,"Parker County, TX",2009,"54,611","50,466","4,145",7.6
CN4836900000000,48,369,"Parmer County, TX",2009,"4,622","4,419",203,4.4
CN4837100000000,48,371,"Pecos County, TX",2009,"8,410","7,687",723,8.6
CN4837300000000,48,373,"Polk County, TX",2009,"17,978","16,347","1,631",9.1
CN4837500000000,48,375,"Potter County, TX",2009,"57,625","54,156","3,469",6
CN4837700000000,48,377,"Presidio County, TX",2009,"3,744","3,139",605,16.2
CN4837900000000,48,379,"Rains County, TX",2009,"5,116","4,707",409,8
CN4838100000000,48,381,"Randall County, TX",2009,"69,158","65,971","3,187",4.6
CN4838300000000,48,383,"Reagan County, TX",2009,"2,215","2,082",133,6
CN4838500000000,48,385,"Real County, TX",2009,"1,537","1,452",85,5.5
CN4838700000000,48,387,"Red River County, TX",2009,"6,010","5,460",550,9.2
CN4838900000000,48,389,"Reeves County, TX",2009,"4,687","4,151",536,11.4
CN4839100000000,48,391,"Refugio County, TX",2009,"4,141","3,875",266,6.4
CN4839300000000,48,393,"Roberts County, TX",2009,583,555,28,4.8
CN4839500000000,48,395,"Robertson County, TX",2009,"7,221","6,656",565,7.8
CN4839700000000,48,397,"Rockwall County, TX",2009,"39,332","36,512","2,820",7.2
CN4839900000000,48,399,"Runnels County, TX",2009,"4,561","4,220",341,7.5
CN4840100000000,48,401,"Rusk County, TX",2009,"24,266","22,379","1,887",7.8
CN4840300000000,48,403,"Sabine County, TX",2009,"3,540","3,010",530,15
CN4840500000000,48,405,"San Augustine County, TX",2009,"3,605","3,242",363,10.1
CN4840700000000,48,407,"San Jacinto County, TX",2009,"10,139","9,197",942,9.3
CN4840900000000,48,409,"San Patricio County, TX",2009,"30,628","28,009","2,619",8.6
CN4841100000000,48,411,"San Saba County, TX",2009,"2,455","2,281",174,7.1
CN4841300000000,48,413,"Schleicher County, TX",2009,"1,510","1,369",141,9.3
CN4841500000000,48,415,"Scurry County, TX",2009,"7,763","7,240",523,6.7
CN4841700000000,48,417,"Shackelford County, TX",2009,"2,127","2,042",85,4
CN4841900000000,48,419,"Shelby County, TX",2009,"12,613","11,696",917,7.3
CN4842100000000,48,421,"Sherman County, TX",2009,"1,444","1,381",63,4.4
CN4842300000000,48,423,"Smith County, TX",2009,"100,397","92,806","7,591",7.6
CN4842500000000,48,425,"Somervell County, TX",2009,"4,224","3,924",300,7.1
CN4842700000000,48,427,"Starr County, TX",2009,"24,428","20,415","4,013",16.4
CN4842900000000,48,429,"Stephens County, TX",2009,"4,629","4,316",313,6.8
CN4843100000000,48,431,"Sterling County, TX",2009,855,819,36,4.2
CN4843300000000,48,433,"Stonewall County, TX",2009,849,813,36,4.2
CN4843500000000,48,435,"Sutton County, TX",2009,"3,449","3,204",245,7.1
CN4843700000000,48,437,"Swisher County, TX",2009,"3,648","3,439",209,5.7
CN4843900000000,48,439,"Tarrant County, TX",2009,"896,305","827,369","68,936",7.7
CN4844100000000,48,441,"Taylor County, TX",2009,"67,826","64,023","3,803",5.6
CN4844300000000,48,443,"Terrell County, TX",2009,382,347,35,9.2
CN4844500000000,48,445,"Terry County, TX",2009,"6,029","5,615",414,6.9
CN4844700000000,48,447,"Throckmorton County, TX",2009,"1,033",983,50,4.8
CN4844900000000,48,449,"Titus County, TX",2009,"14,308","13,274","1,034",7.2
CN4845100000000,48,451,"Tom Green County, TX",2009,"52,792","49,458","3,334",6.3
CN4845300000000,48,453,"Travis County, TX",2009,"547,413","510,814","36,599",6.7
CN4845500000000,48,455,"Trinity County, TX",2009,"5,905","5,405",500,8.5
CN4845700000000,48,457,"Tyler County, TX",2009,"8,442","7,620",822,9.7
CN4845900000000,48,459,"Upshur County, TX",2009,"19,653","18,165","1,488",7.6
CN4846100000000,48,461,"Upton County, TX",2009,"1,817","1,718",99,5.4
CN4846300000000,48,463,"Uvalde County, TX",2009,"11,591","10,674",917,7.9
CN4846500000000,48,465,"Val Verde County, TX",2009,"20,998","19,063","1,935",9.2
CN4846700000000,48,467,"Van Zandt County, TX",2009,"25,941","24,141","1,800",6.9
CN4846900000000,48,469,"Victoria County, TX",2009,"45,385","42,248","3,137",6.9
CN4847100000000,48,471,"Walker County, TX",2009,"27,669","25,736","1,933",7
CN4847300000000,48,473,"Waller County, TX",2009,"16,440","15,085","1,355",8.2
CN4847500000000,48,475,"Ward County, TX",2009,"5,033","4,591",442,8.8
CN4847700000000,48,477,"Washington County, TX",2009,"16,966","15,944","1,022",6
CN4847900000000,48,479,"Webb County, TX",2009,"94,138","86,110","8,028",8.5
CN4848100000000,48,481,"Wharton County, TX",2009,"21,209","19,729","1,480",7
CN4848300000000,48,483,"Wheeler County, TX",2009,"3,212","3,030",182,5.7
CN4848500000000,48,485,"Wichita County, TX",2009,"61,406","56,779","4,627",7.5
CN4848700000000,48,487,"Wilbarger County, TX",2009,"7,874","7,504",370,4.7
